order_id,date,store_id,product_id,unit_price,quantity,customer_id,channel
O100466,2025-06-09,SP001,C100,163.97,3,C9543,ONLINE
O103645,2025-08-08,SP002,B100,87.98,2,C3608,market_place
O104593,2025-08-23,MG001,C100,140.93,1,C5700,IN_STORE
O103321,2025-08-02,MG001,C200,193.58,1,C2941,on-line
O101563,2025-07-01,SP002,C100,137.59,2,C4389,MarketPlace
O102797,2025-07-24,SP001,C200,207.19,2,C3730,in_store
O101062,2025-06-21,SP001,C100,143.56,1,C9796,ONLINE
O103555,2025-08-06,MG001,C200,195.81,1,C6047,store
O102280,2025-07-14,RJ001,C100,152.48,6,C9422,marketplace
O100610,2025-06-12,SP001,B200,122.52,1,C7126,MarketPlace
O100388,2025-06-07,MG001,B200,116.55,1,C5906,ONLINE
O102479,2025-07-18,RJ001,A100,42.92,1,C9145,online
O104204,2025-08-17,RJ001,A100,41.38,1,C7901,IN_STORE
O101071,21/06/2025,SP001,C100,146.24,1,C2388,market_place
O104243,2025-08-18,SP002,C200,185.69,3,C2231,ONLINE
O104914,29/08/2025,SP001,A200,57.79,2,C6359,IN_STORE
O102630,2025-07-20,MG001,B100,85.36,4,C6347,Online
O103938,2025-08-13,SP001,A100,39.56,3,C9179,in_store
O104139,2025-08-16,MG001,A100,38.61,1,C7265,marketplace
O101945,2025-07-08,SP001,A100,39.74,3,C3238,Online
O101382,2025-06-27,SP002,B200,106.84,1,C7790,Online
O102901,2025-07-26,SP001,A200,61.04,2,C5717,in_store
O103162,2025-07-31,SP002,A100,38.54,4,C6249,MarketPlace
O104603,2025-08-23,MG001,C200,191.62,3,C2196,ONLINE
O103992,2025-08-14,SP001,B200,127.35,3,C2264,online
O100630,2025-06-12,RJ001,A200,59.98,1,C2402,marketplace
O104261,2025-08-18,RJ001,B100,77.7,2,C8802,on-line
O103351,2025-08-03,SP002,B200,122.06,2,C7021,in_store
O105050,2025-08-31,SP002,C200,190.86,2,C7657,market_place
O103534,2025-08-06,SP002,C200,189.11,1,C9349,in_store
O104450,2025-08-21,MG001,A100,42.7,2,C9856,market_place
O101206,2025-06-23,RJ001,A100,40.43,3,C1201,Online
O105048,31/08/2025,SP002,A200,62.87,1,C2144,store
O101372,2025-06-27,SP001,A200,62.02,1,C4157,on-line
O101529,2025-06-30,RJ001,A100,41.43,3,C7557,store
O103491,2025-08-05,RJ001,C200,202.29,2,C3199,IN_STORE
O104170,2025-08-17,SP001,A200,60.01,3,C6710,Online
O103348,2025-08-03,SP001,A200,59.25,2,,marketplace
O102118,2025-07-11,MG001,B100,75.77,1,C9027,store
O101786,2025-07-05,RJ001,C200,195.57,3,C6175,online
O101726,2025-07-04,RJ001,B100,76.44,3,C4834,In-Store
O103160,2025-07-31,SP002,A200,60.12,2,C5504,ONLINE
O101492,2025-06-29,MG001,B200,114.99,3,C5190,marketplace
O101867,2025-07-06,RJ001,A200,60.49,2,C8722,In-Store
O101874,2025-07-06,MG001,A100,37.37,1,C5422,MarketPlace
O104549,2025-08-23,SP001,A200,57.05,5,C9302,MarketPlace
O101629,2025-07-02,MG001,A200,56.82,3,C1833,In-Store
O103202,2025-07-31,MG001,C200,196.21,2,C3288,on-line
O101072,2025-06-21,SP001,C200,185.59,3,C6131,Online
O100115,2025-06-02,MG001,A200,62.48,2,C7484,In-Store
O103198,2025-07-31,MG001,C200,193.88,2,C9361,online
O102986,2025-07-27,RJ001,A100,37.02,1,C2763,MarketPlace
O101735,2025-07-04,MG001,B100,75.72,2,C2275,marketplace
O104110,2025-08-16,SP002,C100,158.9,3,C1534,marketplace
O102021,2025-07-10,SP001,A100,41.89,3,C1994,store
O102177,2025-07-12,MG001,A200,61.52,3,C7775,in_store
O103127,2025-07-30,MG001,C100,141.18,4,C4483,online
O100216,2025-06-04,MG001,C100,156.85,2,C8814,IN_STORE
O102228,2025-07-13,RJ001,C200,200.66,1,C4171,in_store
O103944,2025-08-13,SP001,A100,38.15,1,C8003,Online
O100107,2025-06-02,RJ001,A200,59.21,1,C2113,ONLINE
O104719,2025-08-25,RJ001,A200,57.64,2,C6114,marketplace
O102843,25/07/2025,SP001,B100,76.76,2,C2478,store
O100167,2025-06-03,MG001,A100,38.15,5,C9821,market_place
O102216,2025-07-13,SP002,B100,85.09,3,C3204,store
O100646,2025-06-12,MG001,A100,39.52,3,C1686,Online
O103649,2025-08-08,RJ001,A100,36.43,1,C5637,MarketPlace
O104842,2025-08-27,MG001,A200,59.54,3,C1052,market_place
O103993,2025-08-14,SP001,C200,211.87,1,C8821,store
O100660,13/06/2025,SP002,A100,39.4,1,C6372,ONLINE
O100214,2025-06-04,RJ001,B200,120.18,1,C4388,online
O102675,2025-07-21,MG001,B100,82.67,2,C6832,IN_STORE
O101272,2025-06-25,SP001,C100,149.81,1,C5026,marketplace
O104646,2025-08-24,SP002,B100,83.98,3,C2908,marketplace
O103108,2025-07-30,SP002,C200,202.29,1,C9737,marketplace
O102940,2025-07-26,MG001,B200,121.1,1,C2843,IN_STORE
O103175,2025-07-31,SP002,B100,76.64,1,C2617,IN_STORE
O102626,2025-07-20,MG001,C200,209.6,1,C1656,store
O102584,2025-07-20,SP002,C200,2096.6,1,C5788,market_place
O100991,2025-06-19,RJ001,B200,115.8,2,C9395,store
O100559,2025-06-10,MG001,B200,116.85,4,C1672,store
O102438,2025-07-17,RJ001,A100,42.32,2,C5105,MarketPlace
O103856,2025-08-11,RJ001,C100,154.0,8,C6996,In-Store
O101704,2025-07-04,SP001,B100,84.5,1,C8978,store
O102430,2025-07-17,SP002,B100,79.09,1,C3915,In-Store
O104884,2025-08-28,MG001,A200,57.49,2,C8192,online
O101751,2025-07-05,SP001,C100,153.39,4,C3639,marketplace
O104370,2025-08-20,SP002,C100,145.96,3,C6428,store
O103775,2025-08-10,SP002,A200,57.27,1,C9446,in_store
O104466,2025-08-21,MG001,C100,151.19,2,C1579,market_place
O101996,2025-07-09,SP002,C200,192.63,3,C5510,IN_STORE
O103233,2025-08-01,SP002,C200,206.32,1,C3087,ONLINE
O104095,2025-08-16,SP001,B100,82.83,1,C9226,IN_STORE
O103332,2025-08-02,MG001,B200,120.07,2,C2062,marketplace
O104129,2025-08-16,RJ001,C200,189.02,2,C7604,on-line
O105031,2025-08-31,SP002,A200,56.06,3,C9247,market_place
O103380,2025-08-03,RJ001,B200,132.12,1,C6810,MarketPlace
O104635,2025-08-24,SP002,A200,61.73,2,C4388,Online
O102140,2025-07-12,SP002,B100,77.05,1,C7737,IN_STORE
O100720,2025-06-14,SP001,B200,109.12,5,C7653,Online
O103656,08/08/2025,RJ001,C200,202.51,1,C5769,store
O103846,2025-08-11,SP002,C100,155.53,1,C2429,store
O103027,2025-07-28,RJ001,C100,142.99,4,C2040,In-Store
O102418,2025-07-17,SP001,A100,40.09,1,C4552,marketplace
O102624,2025-07-20,MG001,C100,146.11,1,C8243,marketplace
O101724,2025-07-04,RJ001,B100,77.41,2,C4585,online
O101570,2025-07-01,RJ001,A100,36.36,1,C4633,marketplace
O101336,2025-06-26,SP002,B200,115.47,1,C2228,ONLINE
O101063,2025-06-21,SP001,A200,60.25,1,C6340,in_store
O101569,2025-07-01,RJ001,C200,191.33,1,C2868,store
O101657,2025-07-03,SP002,C200,194.54,2,C3519,on-line
O100663,2025/06/13,SP002,A200,60.92,3,C8272,marketplace
O101815,2025-07-05,MG001,A200,57.32,2,C5520,Online
O102847,2025-07-25,SP002,B200,120.51,1,C3363,Online
O103449,2025-08-04,MG001,C200,211.99,2,C4541,MarketPlace
O102361,2025-07-16,SP001,C200,199.36,3,C2854,IN_STORE
O104342,2025-08-19,MG001,B200,114.68,1,C5075,In-Store
O104954,2025-08-29,MG001,B100,79.33,2,C6528,store
O101099,2025-06-21,MG001,B100,74.01,1,C8368,ONLINE
O102279,2025-07-14,RJ001,B100,76.28,4,C1249,ONLINE
O100260,2025-06-05,RJ001,B100,85.23,2,C2419,on-line
O104762,2025-08-26,SP002,A200,64.8,3,C9572,store
O104757,2025-08-26,SP002,B200,125.36,1,C1151,store
O100770,2025-06-14,MG001,C200,203.89,4,C4728,marketplace
O103731,2025-08-09,RJ001,C100,145.54,3,C2565,In-Store
O104860,2025-08-28,SP002,B100,78.26,3,C8202,store
O104125,2025/08/16,RJ001,A200,60.29,3,,marketplace
O103964,2025-08-13,RJ001,A200,58.13,3,C1915,on-line
O101475,2025-06-29,SP002,A100,38.94,1,C9700,In-Store
O103968,2025-08-13,RJ001,C200,207.62,3,C7089,in_store
O102423,2025/07/17,SP002,A100,39.85,2,C4018,marketplace
O104505,2025-08-22,RJ001,B100,76.25,4,C4453,marketplace
O101338,2025-06-26,SP002,C100,147.71,1,C8909,MarketPlace
O102904,2025-07-26,SP001,C100,142.63,3,C5636,Online
O102962,2025-07-27,SP002,A200,56.84,1,C7535,online
O103551,2025-08-06,MG001,C100,143.23,2,C7743,store
O100958,2025-06-19,SP001,A100,39.86,3,C1154,MarketPlace
O102765,2025-07-23,RJ001,B200,116.95,2,C1589,IN_STORE
O102337,2025-07-15,MG001,B100,75.49,1,C1870,marketplace
O101258,2025-06-24,MG001,A100,43.97,4,C3141,on-line
O101919,2025-07-07,MG001,A100,37.03,1,C6846,ONLINE
O103031,2025-07-28,RJ001,B200,118.39,3,C8147,marketplace
O105033,2025-08-31,SP002,A100,40.66,5,C5095,in_store
O104740,2025-08-26,SP001,C200,212.62,4,C4808,market_place
O101566,2025-07-01,SP002,A200,60.9,1,C6439,IN_STORE
O102136,2025-07-12,SP001,C200,213.27,1,C3589,MarketPlace
O100547,2025-06-10,RJ001,A200,55.76,1,C9095,marketplace
O104730,2025/08/25,MG001,B100,77.61,2,C2774,market_place
O103967,2025-08-13,RJ001,B200,118.89,4,C1431,MarketPlace
O101938,2025-07-08,SP001,B200,118.5,1,C3675,on-line
O101214,2025-06-23,MG001,A200,59.43,2,C9450,online
O101864,2025-07-06,RJ001,B200,113.88,1,C2650,market_place
O100489,2025-06-09,RJ001,C100,140.22,1,C6400,MarketPlace
O102928,2025-07-26,RJ001,C200,213.08,5,C8046,in_store
O101843,2025-07-06,SP002,A200,65.17,2,C5408,marketplace
O101635,2025-07-02,MG001,A200,58.69,3,C9897,store
O101085,2025-06-21,RJ001,C100,150.75,1,C9109,marketplace
O101413,2025-06-28,SP002,B100,76.75,1,C8308,In-Store
O101559,2025-07-01,SP002,C200,209.87,3,C1291,MarketPlace
O103977,2025-08-13,MG001,C200,205.31,2,C8703,in_store
O102364,2025-07-16,SP001,B100,76.19,3,C9469,IN_STORE
O103901,2025-08-12,SP002,A100,38.05,3,C3669,IN_STORE
O104093,2025-08-16,SP001,A200,57.69,2,C1235,MarketPlace
O100294,2025-06-06,SP002,B100,80.68,4,C1841,ONLINE
O103001,2025-07-27,MG001,B200,112.53,3,C1217,ONLINE
O100534,2025-06-10,SP002,A100,38.93,1,C3815,In-Store
O102500,2025-07-19,SP001,C100,136.29,1,C9190,on-line
O103524,2025/08/06,SP001,C200,206.49,4,C4206,IN_STORE
O103724,2025-08-09,RJ001,B200,125.17,3,C6396,ONLINE
O102873,2025-07-25,MG001,C100,144.0,1,C6764,ONLINE
O104585,2025-08-23,RJ001,C200,195.79,3,C8291,Online
O102128,2025-07-12,SP001,C100,155.21,2,C4726,MarketPlace
O101524,2025-06-30,RJ001,A100,37.72,1,C1158,Online
O102475,2025-07-18,SP002,A200,66.27,2,C3138,MarketPlace
O104688,2025-08-25,SP001,B200,109.88,6,C1895,IN_STORE
O102815,2025-07-24,RJ001,A200,60.75,1,C9178,MarketPlace
O104987,2025-08-30,SP002,A100,42.59,4,C4393,in_store
O104112,2025-08-16,SP002,A200,64.2,2,C8448,Online
O101028,2025-06-20,SP002,C100,157.0,1,C9755,IN_STORE
O102802,2025-07-24,SP002,A100,40.9,3,C7586,IN_STORE
O101803,2025-07-05,MG001,A100,44.21,1,C4633,In-Store
O103082,2025-07-29,MG001,C100,159.15,1,C9516,online
O104627,2025-08-24,SP001,B200,120.48,2,C5558,MarketPlace
O103081,2025/07/29,MG001,A100,44.01,3,C3473,marketplace
O103853,2025-08-11,SP002,C100,150.11,2,C3517,market_place
O103822,2025-08-11,SP001,A200,61.83,2,C7984,online
O102352,2025-07-15,MG001,B200,120.21,4,C7974,market_place
O102103,2025-07-11,RJ001,C200,191.88,1,C1301,marketplace
O104313,2025-08-19,RJ001,B200,126.77,1,C5003,on-line
O104772,2025-08-26,RJ001,C200,210.29,2,C9810,Online
O103229,01/08/2025,SP002,A100,38.58,1,C9197,IN_STORE
O100420,2025-06-08,SP002,B100,78.35,4,C5210,online
O100106,2025-06-02,RJ001,A100,41.44,3,C2312,marketplace
O100510,2025-06-10,SP001,C100,154.53,1,C2391,marketplace
O101122,2025-06-22,SP001,C200,182.38,3,C8511,online
O102175,2025-07-12,MG001,A100,42.26,1,C9202,MarketPlace
O103339,2025-08-03,SP001,B100,85.11,3,C7569,market_place
O103691,2025-08-09,SP001,A100,40.09,1,C8327,marketplace
O101619,2025-07-02,RJ001,A200,58.44,1,C7025,market_place
O102816,2025-07-24,RJ001,A200,60.68,1,C8656,MarketPlace
O105082,2025-08-31,MG001,A100,38.21,2,C5963,ONLINE
O103080,2025-07-29,MG001,B200,123.78,1,C7443,on-line
O102186,2025-07-12,MG001,C200,175.54,1,C3619,MarketPlace
O104231,2025-08-17,MG001,B100,84.19,1,C3790,market_place
O100888,2025-06-17,SP001,A200,56.96,3,C5739,marketplace
O103140,2025-07-30,MG001,A100,41.45,1,C9970,ONLINE
O103096,2025-07-30,SP001,A200,58.31,5,C9383,ONLINE
O101200,2025-06-23,SP002,B200,116.1,2,C9368,IN_STORE
O103359,2025-08-03,SP002,A100,35.03,2,C6902,Online
O103556,2025-08-06,MG001,A100,38.69,1,C9056,Online
O100222,2025-06-04,MG001,B200,125.81,1,C7371,online
O101784,2025-07-05,RJ001,C100,155.45,2,C2930,MarketPlace
O103506,2025-08-05,MG001,A100,39.37,2,C8652,in_store
O101269,2025-06-25,SP001,A200,62.32,2,C4517,store
O100320,2025-06-06,MG001,C100,152.37,1,C5728,marketplace
O102383,16/07/2025,RJ001,B100,75.59,3,C2827,ONLINE
O100003,2025-06-01,SP001,A200,57.29,1,C2679,online
O100036,2025-06-01,SP002,A200,58.24,2,C6155,market_place
O104552,2025-08-23,SP001,A100,38.06,5,C5244,MarketPlace
O104528,2025-08-22,MG001,B200,123.47,2,C4903,MarketPlace
O102566,2025-07-19,MG001,C100,156.83,2,C2326,ONLINE
O103730,2025-08-09,RJ001,A200,61.46,2,C6022,MarketPlace
O100569,2025-06-11,SP001,B100,81.86,1,C7347,store
O103333,2025-08-02,MG001,A200,60.08,1,C7358,market_place
O102916,2025-07-26,SP002,B200,130.19,3,C1745,in_store
O102779,2025-07-23,MG001,A200,60.34,4,C6715,IN_STORE
O104674,2025-08-24,MG001,A100,42.13,6,C2841,Online
O103200,2025-07-31,MG001,C200,200.37,5,C2145,market_place
O101098,2025-06-21,MG001,A100,41.52,1,C5055,marketplace
O103035,2025-07-28,RJ001,C100,157.93,1,C6556,Online
O104581,2025-08-23,RJ001,A200,62.44,4,C5801,marketplace
O104530,2025-08-22,MG001,C200,200.42,5,C2401,store
O104622,2025-08-24,SP001,C100,153.13,1,C9604,MarketPlace
O104020,2025-08-14,RJ001,A200,59.92,2,C3307,MarketPlace
O103338,2025-08-03,SP001,C200,206.78,2,C8762,store
O103264,2025-08-02,SP001,A100,39.34,2,C1914,ONLINE
O102180,2025-07-12,MG001,B200,115.88,1,C5097,on-line
O102007,2025-07-09,RJ001,C200,180.71,1,C3525,IN_STORE
O103499,2025/08/05,MG001,B100,80.22,1,C8247,Online
O100565,2025-06-11,SP001,C200,218.47,2,C1641,online
O104021,2025-08-14,RJ001,C200,206.6,2,C9218,on-line
O100334,2025-06-07,SP001,B200,125.01,3,C7690,In-Store
O103387,2025-08-03,MG001,B200,130.16,1,C7400,online
O104502,2025-08-22,RJ001,B100,78.42,2,C8966,store
O100116,2025-06-02,MG001,A200,57.62,4,C5915,marketplace
O101648,2025-07-03,SP001,C100,153.57,1,C8300,MarketPlace
O104250,2025-08-18,SP002,C200,210.95,1,C3523,in_store
O101387,27/06/2025,SP002,C200,189.65,1,C8750,store
O103850,2025-08-11,SP002,A100,40.43,7,C9955,Online
O101268,2025-06-25,SP001,A100,36.01,3,C7990,IN_STORE
O102689,2025-07-22,SP001,A200,56.65,4,C9612,marketplace
O100347,2025-06-07,SP002,A200,60.47,3,C8178,in_store
O104383,2025-08-20,RJ001,A100,40.8,4,C8271,marketplace
O102723,2025-07-22,MG001,B200,129.99,1,C9425,online
O103936,2025-08-13,SP001,C200,208.51,1,C5940,market_place
O103378,2025-08-03,RJ001,A200,53.87,1,C3102,MarketPlace
O102132,12/07/2025,SP001,A200,55.88,1,C3270,market_place
O104026,2025-08-14,MG001,C200,205.72,1,C7350,MarketPlace
O104109,2025-08-16,SP002,A100,41.37,1,C8276,market_place
O101673,2025-07-03,RJ001,B200,1116.7,1,C9740,Online
O103206,2025-08-01,SP001,C200,198.54,1,C8417,in_store
O100398,2025-06-08,SP001,B200,113.21,1,C1153,store
O100834,2025-06-15,MG001,B100,77.81,1,C1187,market_place
O101287,2025-06-25,SP002,A200,56.51,1,C5060,online
O103627,2025-08-08,SP001,A200,58.08,1,C7941,in_store
O104804,2025-08-27,SP002,B200,124.92,4,C8235,marketplace
O101140,2025-06-22,SP002,B200,117.5,1,C2494,marketplace
O104796,2025-08-27,SP001,B200,120.94,1,C8728,market_place
O104944,2025-08-29,MG001,C100,146.7,2,C2829,in_store
O101309,2025-06-25,MG001,A200,61.57,1,C8157,market_place
O100674,2025-06-13,SP002,B100,84.48,2,C8273,In-Store
O104188,2025-08-17,SP002,A100,40.36,4,C6286,ONLINE
O103377,2025-08-03,RJ001,C100,142.15,3,C7139,on-line
O102349,2025-07-15,MG001,A200,56.97,2,C8974,marketplace
O100476,2025-06-09,SP002,B200,125.13,1,C8048,marketplace
O103976,2025-08-13,MG001,C200,210.63,2,C9641,ONLINE
O103991,2025-08-14,SP001,C100,145.14,4,C4586,online
O103201,2025-07-31,MG001,B100,78.37,1,C7476,Online
O104652,2025-08-24,RJ001,A100,39.67,4,C2645,IN_STORE
O100188,2025-06-04,SP001,A100,41.25,1,C5011,Online
O101557,2025-07-01,SP002,A100,39.19,2,C8324,In-Store
O101248,2025-06-24,RJ001,A100,41.81,1,C3582,on-line
O104475,2025-08-22,SP001,A100,38.61,3,C9752,ONLINE
O100138,2025-06-03,SP001,C100,146.69,1,C2832,on-line
O102613,2025-07-20,RJ001,B200,118.99,1,C7056,in_store
O101970,2025-07-08,MG001,C200,211.25,2,C9534,market_place
O103227,2025-08-01,SP002,B100,81.8,1,C4425,In-Store
O103030,2025-07-28,RJ001,C100,140.16,3,C6681,MarketPlace
O101128,2025-06-22,SP002,C100,158.62,1,C8951,on-line
O102121,2025/07/11,MG001,B100,76.56,5,,market_place
O104718,2025-08-25,RJ001,C200,194.8,4,C7408,marketplace
O103517,2025-08-06,SP001,B200,119.42,3,C2363,in_store
O100913,2025-06-17,RJ001,B100,77.15,2,C4470,on-line
O100581,2025-06-11,SP002,A100,40.85,2,C7937,market_place
O102327,2025-07-15,RJ001,C100,145.06,1,C1003,market_place
O100935,2025-06-18,SP002,C200,190.23,3,C9584,Online
O100891,2025-06-17,SP001,A200,56.89,2,C3347,In-Store
O103639,2025-08-08,SP002,C200,218.28,1,C9110,online
O102523,2025-07-19,SP002,C200,193.88,2,C4276,IN_STORE
O101586,2025-07-02,SP001,C200,209.93,1,C2696,online
O100704,2025-06-13,MG001,A200,56.96,1,C3697,IN_STORE
O100073,2025-06-01,MG001,A100,38.95,3,C1344,in_store
O103541,2025-08-06,RJ001,B100,75.66,2,C8462,marketplace
O102762,2025-07-23,RJ001,C100,154.28,1,C1517,online
